29	26	29	28	28	28	29	29	.
29	28	28	.	.	.	.	.	.
27	29	29	30	29	.	.	.	.
26	22	22	20	.	.	.	.	.
27	28	28	27	26	28	27	20	.
29	27	28	28	28	.	.	.	.
28	.	.	.	.	.	.	.	.
27	28	26	26	29	30	29	28	29
30	29	29	29	30	30	29	29	20
28	27	.	.	.	.	.	.	.
25	25	20	16	19	.	.	.	.
28	25	24	.	.	.	.	.	.
30	30	.	.	.	.	.	.	.
28	30	28	27	.	.	.	.	.
29	28	27	26	.	.	.	.	.
28	29	29	29	21	.	.	.	.
30	29	.	.	.	.	.	.	.
29	30	.	.	.	.	.	.	.
30	27	30	29	30	30	30	28	28
25	.	.	.	.	.	.	.	.
29	29	28	23	.	.	.	.	.
30	.	.	.	.	.	.	.	.
24	.	.	.	.	.	.	.	.
27	28	.	.	.	.	.	.	.
28	29	29	28	29	29	.	.	.
24	24	25	19	4	.	.	.	.
29	30	28	30	29	.	.	.	.
25	24	25	25	28	24	24	23	20
20	.	.	.	.	.	.	.	.
24	.	.	.	.	.	.	.	.
28	.	.	.	.	.	.	.	.
27	27	23	.	.	.	.	.	.
30	30	29	.	.	.	.	.	.
25	25	26	23	18	.	.	.	.
27	27	28	28	26	22	24	26	.
27	29	28	28	28	27	27	25	.
29	30	29	30	.	.	.	.	.
26	23	27	.	.	.	.	.	.
26	29	30	23	26	29	25	20	20
23	17	.	.	.	.	.	.	.
27	27	.	.	.	.	.	.	.
26	24	23	26	23	21	24	19	.
28	29	29	28	28	27	26	24	25
22	22	.	.	.	.	.	.	.
26	26	.	.	.	.	.	.	.
30	29	30	29	29	28	27	28	6
28	27	.	.	.	.	.	.	.
19	.	.	.	.	.	.	.	.
28	27	28	28	22	.	.	.	.
29	.	.	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
20	.	.	.	.	.	.	.	.
25	.	.	.	.	.	.	.	.
20	11	.	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
28	27	27	27	17	.	.	.	.
28	27	29	29	.	.	.	.	.
30	29	29	28	30	30	29	28	22
23	28	29	27	27	27	27	27	20
25	23	.	.	.	.	.	.	.
27	.	.	.	.	.	.	.	.
27	28	29	29	29	27	27	28	25
29	30	29	.	.	.	.	.	.
27	17	17	.	.	.	.	.	.
27	27	26	24	17	.	.	.	.
24	16	.	.	.	.	.	.	.
27	26	24	26	.	.	.	.	.
26	.	.	.	.	.	.	.	.
24	19	22	22	14	14	10	.	.
27	0	.	.	.	.	.	.	.
30	29	29	30	.	.	.	.	.
28	.	.	.	.	.	.	.	.
30	29	25	27	25	.	.	.	.
28	23	28	28	28	28	28	27	.
27	27	27	.	.	.	.	.	.
22	18	15	7	.	.	.	.	.
29	28	30	28	29	29	29	26	29
30	28	30	29	29	.	.	.	.
27	25	23	21	23	22	23	22	22
27	29	.	.	.	.	.	.	.
30	.	.	.	.	.	.	.	.
25	27	.	.	.	.	.	.	.
30	30	28	28	28	26	.	.	.
22	.	.	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
28	.	.	.	.	.	.	.	.
27	27	26	19	6	.	.	.	.
23	22	19	.	.	.	.	.	.
26	25	27	25	17	20	19	15	.
27	.	.	.	.	.	.	.	.
28	.	.	.	.	.	.	.	.
30	30	30	30	29	30	28	26	19
29	29	29	29	28	28	29	28	.
29	.	.	.	.	.	.	.	.
21	.	.	.	.	.	.	.	.
29	28	28	28	30	28	29	26	26
27	27	28	29	26	25	.	.	.
29	29	28	30	28	28	27	27	25
24	.	.	.	.	.	.	.	.
28	29	28	27	11	1	0	.	.
27	24	.	.	.	.	.	.	.
28	27	28	27	27	28	29	25	.
24	24	15	7	0	.	.	.	.
29	27	28	28	27	27	26	.	.
27	28	30	29	29	29	.	.	.
23	27	.	.	.	.	.	.	.
28	24	.	.	.	.	.	.	.
29	29	26	27	28	27	27	26	26
27	25	.	.	.	.	.	.	.
24	.	.	.	.	.	.	.	.
.	.	29	.	.	.	.	.	.
26	27	28	27	25	.	.	.	.
28	29	.	.	.	.	.	.	.
27	24	.	.	.	.	.	.	.
26	22	24	.	.	.	.	.	.
28	29	28	28	29	28	28	27	.
29	28	30	29	28	.	.	.	.
30	30	29	28	29	28	26	27	.
29	28	.	.	.	.	.	.	.
30	29	29	30	29	29	28	29	27
29	29	26	29	27	28	.	.	.
29	28	.	.	.	.	.	.	.
28	28	28	28	28	29	.	.	.
29	28	29	29	30	.	.	.	.
29	29	29	28	29	29	30	29	.
29	29	29	24	23	.	.	.	.
30	30	29	27	28	28	.	.	.
27	29	28	28	29	27	29	28	19
.	26	28	28	28	26	26	26	.
29	29	29	30	30	29	27	21	.
30	.	.	.	.	.	.	.	.
28	24	22	25	.	.	.	.	.
30	28	30	30	28	27	26	22	12
30	30	29	29	30	30	28	.	.
30	28	27	28	26	27	27	.	.
27	27	29	27	.	.	.	.	.
28	25	12	11	11	9	.	.	.
30	29	30	30	30	30	.	.	.
28	29	28	28	24	.	.	.	.
24	26	28	22	24	17	.	.	.
28	29	27	29	28	29	28	27	30
28	28	26	29	.	.	.	.	.
28	28	28	.	.	.	.	.	.
25	.	.	.	.	.	.	.	.
30	29	30	.	.	.	.	.	.
27	27	27	22	.	.	.	.	.
29	.	.	.	.	.	.	.	.
29	29	24	.	.	.	.	.	.
29	29	26	30	29	27	28	29	.
29	30	29	.	26	.	.	.	.
28	28	30	29	29	10	10	.	.
24	18	12	.	.	.	.	.	.
30	30	30	30	30	30	28	29	29
24	30	26	25	29	28	28	27	27
22	.	.	.	.	.	.	.	.
28	28	29	30	25	.	.	.	.
26	27	28	28	.	.	.	.	.
27	29	29	28	25	24	24	12	.
25	27	26	23	22	22	.	.	.
28	28	27	.	.	.	.	.	.
27	27	30	24	.	.	.	.	.
21	22	21	22	23	23	23	20	23
26	26	27	27	26	26	23	24	.
30	29	27	29	26	27	26	25	26
29	29	28	28	29	29	28	30	28
29	28	29	30	30	29	27	30	.
21	.	.	.	.	.	.	.	.
30	30	29	29	29	30	29	30	.
26	24	20	16	8	.	.	.	.
26	24	21	20	21	.	.	.	.
26	30	28	.	.	.	.	.	.
29	28	29	28	25	.	.	.	.
24	27	26	24	24	.	.	.	.
28	27	23	24	.	.	.	.	.
30	29	28	27	29	27	27	28	.
27	25	28	.	.	.	.	.	.
28	28	30	.	.	.	.	.	.
27	28	28	28	28	28	28	.	.
25	.	.	.	.	.	.	.	.
30	30	30	29	28	28	26	21	.
27	26	28	27	28	24	.	.	.
29	30	28	26	25	.	.	.	.
24	.	.	.	.	.	.	.	.
22	30	.	.	.	.	.	.	.
26	27	27	25	.	23	26	.	.
27	26	25	27	20	12	1	.	.
28	27	.	.	.	.	.	.	.
27	29	30	30	30	30	30	30	.
28	27	.	.	.	.	.	.	.
30	28	28	.	.	.	.	.	.
21	23	21	.	.	.	.	.	.
27	30	30	28	30	28	29	26	.
29	.	.	.	.	.	.	.	.
27	30	.	.	.	.	.	.	.
29	27	29	28	29	27	.	.	.
30	29	30	28	29	28	29	.	.
25	26	22	.	.	.	.	.	.
22	22	15	.	.	.	.	.	.
30	28	30	30	30	.	.	.	.
27	28	29	29	.	.	.	.	.
24	.	.	.	.	.	.	.	.
30	28	28	29	28	27	.	.	.
30	30	29	29	29	.	.	.	.
29	27	28	30	27	25	26	25	.
28	28	27	28	.	.	.	.	.
28	27	27	27	22	.	.	.	.
29	28	29	28	29	.	.	.	.
27	28	.	.	.	.	.	.	.
29	28	24	28	.	21	12	.	.
29	.	.	.	.	.	.	.	.
27	29	29	27	28	29	25	.	.
25	26	.	.	.	.	.	.	.
28	28	.	.	.	.	.	.	.
19	18	.	.	.	.	.	.	.
27	23	20	.	.	.	.	.	.
29	30	27	.	.	.	.	.	.
25	26	24	20	.	.	.	.	.
28	25	.	.	.	.	.	.	.
24	19	12	4	.	.	.	.	.
23	18	.	.	.	.	.	.	.
28	26	25	30	26	26	.	.	.
29	26	23	11	.	.	.	.	.
30	30	29	29	29	28	.	.	.
27	21	22	23	23	23	28	21	21
28	28	27	.	.	.	.	.	.
27	25	28	29	29	27	28	27	14
26	25	15	10	0	.	.	.	.
28	26	28	28	29	26	26	27	17
27	24	24	24	25	18	12	.	.
26	26	26	27	27	28	.	.	.
23	20	21	18	11	7	0	.	.
25	24	.	.	.	.	.	.	.
29	23	.	.	.	.	.	.	.
28	26	26	29	29	29	.	.	.
25	.	.	.	.	.	.	.	.
29	28	27	29	27	27	29	26	27
30	.	.	.	.	.	.	.	.
27	27	24	23	25	25	21	.	.
22	21	20	20	.	.	.	.	.
25	23	24	29	.	.	.	.	.
28	29	28	28	28	.	.	.	.
22	24	22	21	20	7	1	.	.
28	27	.	.	.	.	.	.	.
21	24	24	23	23	22	.	.	.
26	29	23	25	22	18	.	.	.
29	28	28	29	27	28	27	28	5
26	.	.	.	.	.	.	.	.
26	.	.	.	.	.	.	.	.
27	26	.	.	.	.	.	.	.
27	26	26	14	.	.	.	.	.
28	.	.	.	.	.	.	.	.
28	27	25	28	26	25	26	20	.
21	24	25	23	.	.	.	.	.
29	26	28	.	.	.	.	.	.
29	28	30	28	28	29	28	28	29
19	20	.	.	.	.	.	.	.
25	.	.	.	.	.	.	.	.
25	20	21	21	23	23	.	.	.
29	28	29	29	27	28	27	.	.
27	26	.	.	.	.	.	.	.
26	25	25	24	.	.	.	.	.
29	28	28	28	27	27	25	24	.
28	28	28	.	.	.	.	.	.
30	28	.	.	.	.	.	.	.
27	27	24	24	.	.	.	.	.
28	27	.	.	.	.	.	.	.
24	27	24	25	26	23	22	24	23
30	29	30	28	28	28	27	28	24
25	.	.	.	.	.	.	.	.
27	27	.	.	.	.	.	.	.
29	28	27	24	.	.	.	.	.
28	25	.	.	.	.	.	.	.
23	23	.	.	.	.	.	.	.
21	17	17	.	.	.	.	.	.
25	19	21	18	4	.	.	.	.
26	26	23	15	.	.	.	.	.
29	30	28	26	.	.	.	.	.
22	23	22	22	20	.	.	.	.
26	27	25	25	.	.	.	.	.
22	17	9	6	.	.	.	.	.
30	29	29	.	.	.	.	.	.
28	27	0	.	.	.	.	.	.
28	27	30	29	25	27	.	.	.
29	27	26	27	.	.	.	.	.
27	20	.	.	.	.	.	.	.
27	27	.	.	.	.	.	.	.
27	29	25	24	24	24	24	19	23
27	27	.	.	.	.	.	.	.
29	28	29	28	28	.	.	.	.
30	29	30	30	29	29	.	.	.
23	27	.	.	.	.	.	.	.
30	29	29	29	25	29	25	4	.
29	28	28	25	23	23	26	.	.
28	25	.	.	.	.	.	.	.
25	26	25	24	24	21	0	.	.
30	30	30	30	30	30	30	30	29
24	22	18	.	.	.	.	.	.
29	29	29	29	29	.	.	.	.
27	29	27	.	.	.	.	.	.
30	.	.	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
28	30	30	28	30	27	27	.	.
29	29	28	27	26	24	.	.	.
28	28	28	22	.	.	.	.	.
28	29	26	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
29	29	29	27	26	16	.	.	.
20	23	23	24	23	18	0	19	.
28	28	27	26	19	17	.	.	.
29	29	30	28	28	29	29	.	.
25	27	.	.	.	.	.	.	.
30	30	28	30	29	30	.	.	.
26	.	.	.	.	.	.	.	.
20	20	16	7	.	.	.	.	.
28	29	26	27	.	.	.	.	.
28	27	28	27	26	27	22	19	.
27	29	29	27	29	25	26	.	.
29	27	23	24	18	.	.	.	.
29	28	.	.	.	.	.	.	.
25	19	23	25	.	.	.	.	.
28	28	26	27	23	16	.	.	.
29	29	28	26	27	26	27	.	.
27	22	.	.	.	.	.	.	.
27	29	.	.	.	.	.	.	.
29	.	.	.	.	.	.	.	.
29	29	29	30	28	28	23	22	.
29	29	29	28	28	.	.	.	.
22	.	21	20	21	18	18	.	.
30	30	30	29	30	29	29	27	.
29	.	.	.	.	.	.	.	.
29	27	.	.	.	.	.	.	.
26	23	10	.	.	.	.	.	.
25	21	22	19	.	.	.	.	.
26	27	23	27	25	24	.	.	.
30	29	30	28	21	.	.	.	.
30	.	.	.	.	.	.	.	.
26	27	28	27	26	.	.	.	.
29	24	25	23	23	19	15	.	.
30	29	29	30	30	30	29	29	29
26	29	22	19	.	.	.	.	.
29	29	28	30	29	29	28	27	27
27	28	30	29	27	28	28	25	19
23	26	29	25	.	.	.	.	.
26	.	.	.	.	.	.	.	.
29	30	27	26	.	.	.	.	.
30	28	29	25	.	.	.	.	.
28	28	27	25	24	.	.	.	.
28	27	26	26	27	.	.	.	.
29	30	29	29	27	29	29	29	29
27	23	23	23	.	.	.	.	.
30	30	29	29	28	29	28	26	25
24	27	26	25	24	25	25	24	.
25	28	28	29	.	.	.	.	.
27	28	29	.	.	.	.	.	.
27	20	0	.	.	.	.	.	.
25	25	24	.	.	.	.	.	.
29	27	28	26	.	.	.	.	.
21	25	.	.	.	.	.	.	.
30	.	.	.	.	.	.	.	.
19	.	.	.	.	.	.	.	.
29	30	30	27	26	30	28	29	28
29	28	28	27	25	22	25	23	26
29	0	.	.	.	.	.	.	.
22	.	.	.	.	.	.	.	.
24	27	26	.	.	.	.	.	.
29	29	29	29	28	28	28	23	.
